knjiga,zanr 
21853621,romance
9520360,fantasy
9520360,youngadult
9520360,mythology
1067,history
1067,nonfiction
1067,americanhistory
1067,historical
1067,americanrevolution
33456,humor
33456,fiction
33456,fantasy
33456,comedy
33456,paranormal
33456,urbanfantasy
33456,funny
29059,fiction
29059,contemporary
29059,humor
29059,novels
20758104,youngadult
20758104,dystopia
20758104,sciencefiction
20758104,fantasy
10965,historicalfiction
10965,romance
10965,fiction
10965,fantasy
10965,timetravel
10965,historical
29501,religion
29501,nonfiction
29501,philosophy
29501,atheism
29501,science
29501,politics
25179,graphicnovels
25179,comics
25179,fiction
25179,youngadult
25179,graphicnovelscomics
42899,romance
42899,paranormal
42899,vampires
42899,paranormalromance
42899,fantasy
42899,urbanfantasy
42899,adult
42899,fiction
42899,erotica
42899,supernatural
11918,urbanfantasy
11918,paranormal
11918,fantasy
11918,romance
11918,werewolves
11918,paranormalromance
5196764,fiction
5196764,mystery
5196764,historicalfiction
5196764,fantasy
5196764,spain
17780,nonfiction
17780,history
17780,adventure
17780,historical
17780,survival
15745753,youngadult
15745753,romance
15745753,contemporary
15745753,fiction
7090447,fantasy
7090447,youngadult
7090447,mythology
6482837,youngadult
6482837,contemporary
6482837,fiction
6482837,romance
6482837,fantasy
23935117,urbanfantasy
23935117,paranormal
23935117,vampires
23935117,fantasy
23935117,supernatural
26004546,fiction
7235533,fantasy
7235533,fiction
7235533,epicfantasy
7235533,highfantasy
43933,mystery
43933,thriller
43933,fiction
43933,suspense
43933,crime
43933,mysterythriller
2248573,fantasy
2248573,youngadult
2248573,dragons
2248573,fiction
693208,youngadult
693208,fiction
693208,realisticfiction
693208,contemporary
693208,humor
693208,comingofage
693208,teen
693208,school
693208,cultural
693208,audiobook
7673244,psychology
23291161,toread
23291161,kindle
23291161,currentlyreading
23291161,authors
23291161,iownbuthaventreadyet
23291161,iown
23291161,uninterested
23291161,sequelsprequels
23291161,ownstilltoread
23291161,owninbookform
2845024,sciencefiction
2845024,fiction
2845024,fantasy
13747,nonfiction
13747,memoir
13747,food
13747,cooking
13747,biography
10567,horror
10567,fiction
10567,zombies
10567,thriller
11324204,horror
11324204,fantasy
11324204,fiction
11324204,mystery
11324204,magicalrealism
11324204,literature
6751,nonfiction
6751,essays
6751,humor
6751,shortstories
6751,philosophy
6400090,romance
6400090,fiction
6400090,chicklit
6400090,youngadult
6400090,contemporary
15790842,fiction
15790842,historicalfiction
15790842,fantasy
15790842,historical
15790842,timetravel
11570,horror
11570,fiction
11570,sciencefiction
110494,fantasy
110494,vampires
110494,paranormal
110494,urbanfantasy
110494,fiction
110494,romance
110494,mystery
16068905,youngadult
16068905,contemporary
16068905,romance
16068905,fiction
11529868,fiction
11529868,historicalfiction
11529868,asia
13497818,fiction
13497818,contemporary
13497818,abandoned
13497818,mystery
71811,urbanfantasy
71811,fantasy
71811,paranormal
71811,vampires
71811,werewolves
71811,romance
140082,fantasy
140082,vampires
140082,paranormal
140082,urbanfantasy
140082,fiction
140082,romance
140082,mystery
9850443,fiction
9850443,westerns
9850443,historicalfiction
9850443,historical
9850443,canada
7494,romance
7494,fiction
7494,chicklit
7494,contemporary
23316548,historicalfiction
23316548,fiction
23316548,canada
23316548,historical
23316548,africa
60510,fantasy
60510,youngadult
60510,romance
60510,magic
60510,fiction
9275658,youngadult
9275658,romance
9275658,fantasy
9275658,sciencefiction
9275658,fiction
16115612,fiction
16115612,historicalfiction
16115612,contemporary
6001011,historicalfiction
6001011,fiction
6001011,iran
6001011,romance
1609451,fiction
1609451,contemporary
1609451,chicklit
1609451,adultfiction
16788,fantasy
16788,shortstories
16788,fiction
16788,horror
138685,historicalfiction
138685,mystery
138685,fiction
138685,historical
138685,crime
138685,historicalmystery
13227454,fiction
13227454,contemporary
6447501,romance
6447501,chicklit
6447501,adult
6447501,mystery
6447501,nonfiction
13536860,erotica
13536860,fiction
13536860,bdsm
13536860,adult
13536860,contemporary
3975774,youngadult
3975774,fantasy
3975774,paranormal
3975774,romance
815309,fiction
815309,historicalfiction
815309,contemporary
815309,literaryfiction
815309,britishliterature
41899,fantasy
41899,fiction
41899,youngadult
41899,magic
6837103,historicalfiction
6837103,fiction
6837103,historical
6837103,bookclub
221059,fiction
221059,canada
221059,humor
221059,contemporary
9742,nonfiction
9742,politics
9742,biography
9742,memoir
9742,autobiography
7091488,fantasy
7091488,vampires
7091488,paranormal
7091488,urbanfantasy
7091488,romance
7091488,fiction
79790,nonfiction
79790,memoir
79790,humor
79790,shortstories
79790,biography
33724,chicklit
33724,romance
33724,fiction
33724,contemporary
33724,humor
20388847,horror
20388847,fiction
20388847,occult
20388847,thriller
20388847,mystery
20388847,magic
409,fiction
409,historicalfiction
409,literature
409,steampunk
49465,historicalfiction
49465,fiction
49465,holocaust
49465,worldwarii
49465,historical
10507293,youngadult
10507293,romance
10507293,dystopia
10507293,fantasy
3466,romance
3466,fiction
3466,chicklit
3466,contemporary
6411016,fiction
6411016,historicalfiction
6411016,war
6411016,militaryfiction
3656,fiction
3656,ireland
3656,irishliterature
227593,fiction
227593,bookclub
227593,contemporary
2832909,historicalfiction
2832909,romance
2832909,fiction
2832909,fantasy
2832909,timetravel
2832909,historical
140075,fantasy
140075,vampires
140075,paranormal
140075,urbanfantasy
140075,fiction
140075,romance
140075,mystery
8366402,fiction
8366402,historicalfiction
8366402,magicalrealism
8366402,literaryfiction
8366402,bookclub
8366402,abandoned
8366402,contemporary
8366402,war
8366402,adultfiction
8366402,novels
2233407,fantasy
2233407,vampires
2233407,paranormal
2233407,urbanfantasy
2233407,fiction
2233407,romance
2233407,mystery
2233407,paranormalromance
2233407,supernatural
2233407,adult
1301,nonfiction
1301,sports
1301,baseball
1301,business
1301,economics
6654313,fantasy
6654313,paranormalromance
6654313,teen
6654313,youngadult
11250317,historicalfiction
11250317,fantasy
11250317,mythology
11250317,fiction
11250317,lgbt
11250317,romance
11250317,historical
20483100,fantasy
20483100,romance
20483100,fiction
20483100,paranormal
20483100,newadult
20483100,mythology
20483100,youngadult
4909,nonfiction
4909,memoir
4909,biography
4909,education
4909,autobiography
86643,historicalfiction
86643,mystery
86643,fiction
86643,historical
86643,historicalmystery
86643,medieval
5360,fiction
5360,mystery
9799,novels
9799,newyork
9799,literature
8755785,fantasy
8755785,youngadult
8755785,paranormal
8755785,romance
47989,fantasy
47989,humor
47989,fiction
47989,sciencefictionfantasy
10054335,fiction
10054335,historicalfiction
10054335,historical
10054335,newyork
10054335,bookclub
1911,nonfiction
1911,history
1911,business
1911,economics
1911,politics
16059,fiction
16059,contemporary
16059,chicklit
28700,fiction
28700,novels
28700,contemporary
28700,american
8520610,nonfiction
8520610,selfhelp
8520610,psychology
3755250,fiction
3755250,historicalfiction
3755250,france
3755250,war
3755250,worldwarii
22822858,fiction
22822858,contemporary
22822858,literaryfiction
30183,youngadult
30183,vampires
30183,fantasy
30183,paranormal
16181775,fiction
16181775,romance
16181775,contemporary
16181775,humor
16181775,chicklit
341879,nonfiction
341879,memoir
341879,music
341879,biography
341879,art
19057,youngadult
19057,fiction
19057,mystery
19057,contemporary
7315573,historicalfiction
7315573,fiction
7315573,historical
33597976,fiction
33597976,historicalfiction
33597976,fantasy
33597976,magicalrealism
33597976,historical
764347,youngadult
764347,dystopia
764347,sciencefiction
764347,fiction
112750,fantasy
112750,urbanfantasy
112750,paranormal
112750,romance
112750,paranormalromance
112750,fae
112750,adult
112750,fiction
112750,supernatural
112750,vampires
32370,memoir
32370,nonfiction
32370,biography
32370,humor
17851885,nonfiction
17851885,biography
17851885,memoir
17851885,feminism
6135237,fiction
6135237,southern
144977,memoir
144977,nonfiction
144977,biography
144977,autobiography
107821,fiction
107821,contemporary
676924,youngadult
676924,vampires
676924,fantasy
676924,paranormal
6468666,youngadult
6468666,fantasy
6468666,paranormal
6468666,urbanfantasy
6468666,romance
6468666,supernatural
7791997,youngadult
7791997,fantasy
7791997,angels
7791997,paranormal
7791997,romance
21326,graphicnovels
21326,comics
21326,fantasy
21326,fiction
21326,graphicnovelscomics
21326,fairytales
21326,comicbook
21326,mystery
21326,urbanfantasy
21326,fables
4820,history
4820,nonfiction
4820,americanhistory
4820,historical
40961543,fiction
40961543,pakistan
40961543,contemporary
18045891,mystery
18045891,fiction
18045891,thriller
18045891,crime
18045891,mysterythriller
8709527,youngadult
8709527,vampires
8709527,fantasy
8709527,paranormal
8709527,romance
5933841,fiction
5933841,mystery
5933841,crime
5933841,novels
5933841,literature
5933841,noir
13453029,sciencefiction
13453029,fiction
13453029,dystopia
13453029,postapocalyptic
305234,fantasy
305234,youngadult
305234,paranormal
305234,romance
305234,urbanfantasy
24768,youngadult
24768,dystopia
24768,sciencefiction
5886881,mystery
5886881,fiction
5886881,thriller
5886881,crime
5886881,mysterythriller
7849341,fantasy
7849341,youngadult
7849341,romance
7849341,mythology
7849341,paranormal
7631105,youngadult
7631105,dystopia
7631105,sciencefiction
29395568,poetry
29395568,contemporary
29395568,fiction
40937505,fiction
29588376,fantasy
29588376,fiction
29588376,adventure
16240980,suspense
16240980,literaryfiction
16240980,contemporaryromance
16240980,youngadult
16240980,fiction
9938498,history
9938498,nonfiction
9938498,worldwarii
