id,naslov,avtor_id,avtor,leto,ocena,st_ocen,st_kritik
70925,The Narrative of Arthur Gordon Pym of Nantucket and Related Tales,4624490,Edgar Allan Poe,1844,3.67,2381,177
19106,The Nose,232932,Nikolai Gogol,1836,3.9,14453,711
3532,First Love,410680,Ivan Turgenev,1856,3.79,7743,512
63037,Ninety-Three,13661,Victor Hugo,1874,4.08,3511,198
825901,Under the Greenwood Tree,15905,Thomas Hardy,1872,3.69,9864,482
132314,The Complete Tales and Poems,4624490,Edgar Allan Poe,1849,4.48,13710,615
7182,The Black Tulip,4785,Alexandre Dumas,1850,3.79,12809,812
87580,The Private Memoirs and Confessions of a Justified Sinner,50314,James Hogg,1824,3.67,6212,414
774449,Nutcracker,7267068,E.T.A. Hoffmann,1814,4.05,9405,482
951353,The Prince of Homburg,54427,Heinrich von Kleist,1821,3.12,608,20
374360,"Phineas Redux (Palliser, #4)",20524,Anthony Trollope,1869,4.07,1862,157
369783,Our Nig,109822,Harriet E. Wilson,1859,3.68,2067,110
178911,Annabel Lee,4624490,Edgar Allan Poe,1849,4.34,7026,298
444380,The Princess and Curdie,2413,George MacDonald,1883,4.06,7399,402
142262,The Inspector General,232932,Nikolai Gogol,1835,3.97,9812,260
17698,The Cossacks,128382,Leo Tolstoy,1863,3.79,5337,362
400869,The Kalevala,227234,Elias Lönnrot,1835,4.06,3888,256
296264,The Black Arrow,854076,Robert Louis Stevenson,1888,3.81,15024,496
246245,"The Deerslayer (The Leatherstocking Tales, #1)",9121,James Fenimore Cooper,1841,3.68,11806,379
115538,Moonfleet,4086745,John Meade Falkner,1898,3.92,4014,275
183645,Voyage of the Beagle,12793,Charles Darwin,1839,4.03,5734,341
788085,Trilby,113849,George du Maurier,1894,3.33,922,117
326280,"Max Havelaar, of de Koffieveilingen der Nederlandsche Handel-Maatschappij",3367032,Multatuli,1860,3.49,5218,316
752875,The Father,6815,August Strindberg,1887,3.62,1393,95
87263,O Alienista,22458,Machado de Assis,1881,4.04,6238,272
208729,Lady Susan/The Watsons/Sanditon,1265,Jane Austen,1871,3.74,6384,444
517693,Ubu Roi,41534,Alfred Jarry,1896,3.64,4186,158
279221,Peer Gynt ,2730977,Henrik Ibsen,1867,3.72,4517,208
1990,Martin Chuzzlewit,239579,Charles Dickens,1844,3.83,13497,503
966835,The Last Man,11139,Mary Wollstonecraft Shelley,1826,3.33,2879,355
156153,The Gold Bug,4624490,Edgar Allan Poe,1842,3.76,6499,325
12322,Daybreak: Thoughts on the Prejudices of Morality,1938,Friedrich Nietzsche,1881,4.18,1211,45
26530372,The Necklace and Other Stories: Maupassant for Modern Times,18791,Guy de Maupassant,1884,3.95,15147,408
5697,"The Complete Short Novels (Everyman's Library, #277)",5031025,Anton Chekhov,1896,4.47,10343,133
2347137,The Country of the Pointed Firs,35817,Sarah Orne Jewett,1896,3.75,2443,326
374188,Ghosts,2730977,Henrik Ibsen,1881,3.83,10334,351
139004,Essays and Poems,12080,Ralph Waldo Emerson,1856,4.0,13000,68
337463,Sylvie,128771,Gérard de Nerval,1853,3.64,760,47
188572,"The Complete Sherlock Holmes, Vol 1",2448,Arthur Conan Doyle,1927,4.5,137936,3091
104260,Indiana,1464,George Sand,1832,3.49,1579,129
28419,La Débâcle (Les Rougon-Macquart #19),4750,Émile Zola,1892,3.97,974,75
329888,The Crocodile,3137322,Fyodor Dostoyevsky,1865,3.68,1038,100
780875,The Song of Hiawatha,2697,Henry Wadsworth Longfellow,1855,3.91,2435,189
315298,Là-Bas (Down There),123088,Joris-Karl Huysmans,1891,3.96,2794,195
474687,"Pierre: or, the Ambiguities",1624,Herman Melville,1852,3.64,967,95
223838,In His Steps,5107618,Charles M. Sheldon,1896,4.16,21487,552
597320,Typee: A Peep at Polynesian Life,1624,Herman Melville,1846,3.54,3809,314
1468401,The Scarlet Letter and Selected Tales,7799,Nathaniel Hawthorne,1970,3.76,172,6
214528,The Aspern Papers,159,Henry James,1888,3.7,3509,326
114916,"Pot Luck (Les Rougon-Macquart, #10)",4750,Émile Zola,1882,3.92,1384,71
12036,The Confidence-Man,1624,Herman Melville,1857,3.66,2303,219
1609224,The Law,89275,Frédéric Bastiat,1849,4.39,8919,690
168499,A Season in Hell,72605,Arthur Rimbaud,1873,4.13,2559,178
6815174,The Premature Burial,4624490,Edgar Allan Poe,1844,3.85,1417,90
278854,The Purloined Letter,4624490,Edgar Allan Poe,1844,3.72,8716,329
1926814,Das Buch der Lieder,16071,Heinrich Heine,1827,4.35,355,14
153875,"Queen Margot, or Marguerite de Valois (The Last Valois, #1)",4785,Alexandre Dumas,1845,4.13,10209,294
7197,The Knight of Maison-Rouge,4785,Alexandre Dumas,1846,3.89,1383,93
28409,"The Masterpiece (Les Rougon-Macquart, #14)",4750,Émile Zola,1886,3.96,2637,167
40016,Young Goodman Brown and Other Short Stories,7799,Nathaniel Hawthorne,1844,3.85,8866,122
937643,"Louise de La Vallière (The D'Artagnan Romances, #3.3)",4785,Alexandre Dumas,1850,3.87,3273,136
1141685,Intentions,3565,Oscar Wilde,1891,3.83,516,38
1988040,Le Lys Dans La Vallée,228089,Honoré de Balzac,1835,3.64,3307,160
419520,Ligeia,4624490,Edgar Allan Poe,1838,3.8,2884,202
956734,"The Fortune of the Rougons (Les Rougon-Macquart, #1)",4750,Émile Zola,1870,3.79,3584,224
132626,On the Genealogy of Morals / Ecce Homo,1938,Friedrich Nietzsche,1887,4.14,12661,191
658,The Kingdom of God Is Within You,128382,Leo Tolstoy,1893,4.13,2940,243
3284885,The Celebrated Jumping Frog of Calaveras County,1244,Mark Twain,1865,3.74,5842,175
213519,Reform or Revolution,25616,Rosa Luxemburg,1898,4.14,1464,55
2298136,A House of Pomegranates,3565,Oscar Wilde,1891,3.92,1611,123
699809,Rachel Ray,20524,Anthony Trollope,1863,3.83,666,63
80939,When the Sleeper Wakes,880695,H.G. Wells,1899,3.42,3204,260
139987,The Snow Queen,6378,Hans Christian Andersen,1844,3.75,11291,1001
771085,My Bondage and My Freedom ,18943,Frederick Douglass,1855,4.32,9151,212
1109977,The House Behind the Cedars,57827,Charles W. Chesnutt,1900,3.73,836,75
193856,Carmen,113010,Prosper Mérimée,1845,3.52,3058,149
85954,Economic &amp; Philosophic Manuscripts of 1844,7084,Karl Marx,1844,4.1,2373,97
730501,"What Katy Did (Carr Family, #1)",387955,Susan Coolidge,1872,3.89,16861,390
612810,Sylvie and Bruno,8164,Lewis Carroll,1889,3.47,954,68
871379,Men and Women and Other Poems,24391,Robert Browning,1855,3.67,95,3
247329,Poesías completas,72605,Arthur Rimbaud,1872,4.37,1722,46
724371,The Lady of Shalott,13638502,Alfred Tennyson,1833,4.17,16722,242
752936,A Shropshire Lad,38069,A.E. Housman,1896,4.04,1914,138
280455,The Gentle Spirit,3137322,Fyodor Dostoyevsky,1876,3.89,4154,320
1904852,Faraon,297006,Bolesław Prus,1895,3.74,2032,38
2267195,The Story of an Hour,5132,Kate Chopin,1894,4.09,16322,521
158247,The Adventures of Captain Hatteras (Extraordinary Voyages #2),696805,Jules Verne,1866,3.87,1672,64
9963823,The Duel,54427,Heinrich von Kleist,1811,3.77,182,29
122761,The Oregon Trail,61732,Francis Parkman,1847,3.71,1857,147
355034,The Temptation of St. Antony,1461,Gustave Flaubert,1874,3.8,2308,93
1432512,Poil de Carotte,224285,Jules Renard,1894,3.44,2149,58
1481415,Castle Richmond,20524,Anthony Trollope,1860,3.67,531,35
779511,Science and Health with Key to the Scriptures,200679,Mary Baker Eddy,1875,4.26,539,52
1872416,میشل استروگف,696805,Jules Verne,1876,3.87,5795,256
267102,Framley Parsonage (Chronicles of Barsetshire #4),20524,Anthony Trollope,1860,4.02,3025,260
6064700,"The Leatherstocking Tales (The Deerslayer, The Last of the Mohicans, The Pathfinder, The Pioneers, The Prairie, and others)",9121,James Fenimore Cooper,1827,4.08,485,9
1147799,Aurora Floyd,45896,Mary Elizabeth Braddon,1863,3.76,1221,49
260676,"Behind a Mask, Or, a Woman's Power",2765771,A.M. Barnard,1866,3.75,842,116
139421,The Eternal Husband,3137322,Fyodor Dostoyevsky,1870,3.73,5569,404
1256210,Trafalgar,25574,Benito Pérez Galdós,1873,3.81,1182,77
12767,The Lady of the Lake,4345,Walter Scott,1810,3.86,1149,59
31171,The Life of Charlotte Brontë,1413437,Elizabeth Gaskell,1857,3.9,5903,214
197120,The Wild Duck,2730977,Henrik Ibsen,1884,3.79,5416,182
40763,Bouvard and Pecuchet,1461,Gustave Flaubert,1881,3.86,3152,152
1084577,Tales of Soldiers and Civilians,14403,Ambrose Bierce,1891,4.01,365,50
247960,"Clotel: or, The President's Daughter",109821,William Wells Brown,1853,3.56,1435,91
403733,Tales of the Alhambra,28525,Washington Irving,1832,3.71,2589,317
34057,Captains Courageous,6989,Rudyard Kipling,1896,3.89,17960,684
6605406,Mozart's Journey to Prague,3158890,Eduard Mörike,1856,3.15,282,26
112204,The Complete Poems of Emily Dickinson,7440,Emily Dickinson,1890,4.21,64084,704
343002,The Emperor's New Clothes,6378,Hans Christian Andersen,1837,3.94,12218,259
91980,The Mountains of California,5297,John Muir,1894,4.13,897,62
294560,Mosses from an Old Manse,7799,Nathaniel Hawthorne,1846,3.78,763,75
919856,Diary of Fanny Burney (Everyman's Library),21152,Fanny Burney,1840,4.14,49,2
47059,The Marble Faun,7799,Nathaniel Hawthorne,1860,3.5,2633,151
24965,Fear and Trembling,6172,Søren Kierkegaard,1843,4.0,15748,769
887338,"Hope Leslie: or, Early Times in the Massachusetts",188311,Catharine Maria Sedgwick,1827,3.36,1228,94
6324090,"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",8164,Lewis Carroll,1865,4.0,139957,6650
46973,The Seducer's Diary,6172,Søren Kierkegaard,1843,3.67,3538,223
253878,Mademoiselle de Maupin,103384,Théophile Gautier,1835,3.94,873,74
816918,"La Curée (Les Rougon-Macquart, #2)",4750,Émile Zola,1872,3.84,2732,166
22692,The Conjure Woman and Other Conjure Tales,57827,Charles W. Chesnutt,1899,3.86,566,37
797388,Lieutenant Gustl,38658,Arthur Schnitzler,1900,3.6,1622,61
92965,"The Belly of Paris (Les Rougon-Macquart, #3)",4750,Émile Zola,1873,3.9,3409,279
1515582,A Descent into the Maelstrom,4624490,Edgar Allan Poe,1841,3.57,1563,92
5508624,Family Happiness,128382,Leo Tolstoy,1859,3.85,4890,341
6601404,The Blood of the Vampire,130421,Florence Marryat,1897,3.8,280,26
816740,The Beetle,3348,Richard Marsh,1897,3.52,1865,197
231560,Uncle Vanya,5031025,Anton Chekhov,1897,3.84,14885,436
494164,Following the Equator: A Journey Around the World,1244,Mark Twain,1897,3.95,1229,92
222401,Cranford / Cousin Phillis,1413437,Elizabeth Gaskell,1864,3.88,439,29
387432,The Authentic Life of Billy The Kid,220239,Pat F. Garrett,1882,3.31,480,45
437428,Caesar and Cleopatra,5217,George Bernard Shaw,1898,3.67,1467,88
6798492,William Wilson,4624490,Edgar Allan Poe,1839,3.84,1691,121
19510,Essays and Aphorisms,11682,Arthur Schopenhauer,1851,4.2,8598,415
2825168,Hop Frog,4624490,Edgar Allan Poe,1849,3.77,1237,111
919995,La Petite Fadette,1464,George Sand,1848,3.84,2241,82
427265,The Complete Works of Henry Wadsworth Longfellow,2697,Henry Wadsworth Longfellow,1848,4.22,285,14
246035,An Enemy of the People,2730977,Henrik Ibsen,1882,3.87,6929,405
312862,The Duel,5031025,Anton Chekhov,1891,3.99,1878,159
9681597,"Christabel; Kubla Khan, a Vision; The Pains of Sleep",11525,Samuel Taylor Coleridge,1816,4.21,80,3
1406553,The Facts in the Case of M. Valdemar,4624490,Edgar Allan Poe,1845,3.77,1905,144
281400,Das Käthchen von Heilbronn,54427,Heinrich von Kleist,1810,3.6,193,6
78785,"A Floating City (Extraordinary Voyages, #8)",696805,Jules Verne,1871,3.42,1114,47
70032,"Ten Years Later (The D'Artagnan Romances, #3.2)",4785,Alexandre Dumas,1847,3.95,2225,55
1895696,Röda rummet,6815,August Strindberg,1879,3.36,1966,69
627374,Lettres de mon moulin,51047,Alphonse Daudet,1869,3.69,4926,138
207313,Melmoth the Wanderer,6523516,Charles Robert Maturin,1820,3.72,3595,217
215686,Aurélia,128771,Gérard de Nerval,1996,3.94,1282,60
1712675,The Imp of The Perverse,4624490,Edgar Allan Poe,1845,3.82,1129,124
881508,Pan Tadeusz,209272,Adam Mickiewicz,1834,3.34,5620,60
1699498,Eline Vere,117707,Louis Couperus,1889,3.74,1871,88
2355014,Ozymandias,45882,Percy Bysshe Shelley,1817,4.32,1000,47
269322,The Raven and Other Poems,4624490,Edgar Allan Poe,1845,4.31,36803,330
25934,A Harlot High and Low,228089,Honoré de Balzac,1838,4.05,2222,98
28459,Rudin,410680,Ivan Turgenev,1856,3.73,2097,118
1529415,Charley's Aunt,17771220,Brandon    Thomas,1892,3.77,183,27
3576977,Das Erdbeben in Chili,54427,Heinrich von Kleist,1810,3.31,516,26
1050845,Three Years,5031025,Anton Chekhov,1895,3.47,672,101
866301,Felix Holt: The Radical,173,George Eliot,1866,3.68,3384,105
1104029,"Toby Tyler, or Ten Weeks with a Circus",544877,James Otis,1880,3.66,343,47
721007,The Story of an African Farm,60536,Olive Schreiner,1982,3.57,1808,139
93063,The White Company,2448,Arthur Conan Doyle,1891,3.88,3402,205
2657,To Kill a Mockingbird,1825,Harper Lee,1960,4.27,3763124,79793
40961427,1984,3706,George Orwell,1949,4.16,2436621,54173
4671,The Great Gatsby,3190,F. Scott Fitzgerald,1925,3.9,3154976,57249
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1077326,J.K. Rowling,1997,4.46,5621163,89494
7613,Animal Farm,3706,George Orwell,1945,3.9,2245624,42477
5907,The Hobbit,656983,J.R.R. Tolkien,1937,4.26,2432573,41521
48855,The Diary of a Young Girl,3720,Anne Frank,1947,4.12,2297535,23719
5107,The Catcher in the Rye,819789,J.D. Salinger,1951,3.8,2351678,49716
4381,Fahrenheit 451,1630,Ray Bradbury,1953,3.98,1328238,37244
2657,To Kill a Mockingbird,1825,Harper Lee,1960,4.27,3763107,79792
18114322,The Grapes of Wrath,585,John Steinbeck,1939,3.94,619676,14488
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",1069006,C.S. Lewis,1950,4.2,1809621,17516
320,One Hundred Years of Solitude,13450,Gabriel García Márquez,1967,4.05,633517,24507
5129,Brave New World,3487,Aldous Huxley,1932,3.98,1208685,23584
157993,The Little Prince &amp; Letter to a Hostage,1020792,Antoine de Saint-Exupéry,1943,4.29,1035089,29955
5107,The Catcher in the Rye,819789,J.D. Salinger,1951,3.8,2351618,49713
18405,Gone with the Wind,11081,Margaret Mitchell,1936,4.29,971900,17519
890,Of Mice and Men,585,John Steinbeck,1937,3.85,1668826,28226
3636,The Giver,2493,Lois Lowry,1993,4.12,1459591,58683
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",1077326,J.K. Rowling,1999,4.55,2228905,43222
7624,Il signore delle mosche,306,William Golding,1954,3.66,1847556,30847
4981,Slaughterhouse-Five,2778055,Kurt Vonnegut,1969,4.07,981217,22435
7604,Lolita,5152,Vladimir Nabokov,1955,3.89,567321,20492
4406,East of Eden,585,John Steinbeck,1952,4.36,368686,16209
332613,One Flew Over the Cuckoo's Nest,7285,Ken Kesey,1962,4.19,545006,8940
13,The Ultimate Hitchhiker's Guide to the Galaxy,4,Douglas Adams,1996,4.38,253582,4706
929,Memoirs of a Geisha,614,Arthur Golden,1997,4.09,1530014,27273
38447,The Handmaid's Tale,3472,Margaret Atwood,1985,4.09,955913,51645
49552,The Stranger,957894,Albert Camus,1942,3.97,559190,17724
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",656983,J.R.R. Tolkien,1954,4.35,2029454,17557
24178,Charlotte's Web,988142,E.B. White,1952,4.16,1205496,15055
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",1077326,J.K. Rowling,1998,4.4,2174931,41047
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",1069006,C.S. Lewis,1956,4.25,439418,9471
33574273,"A Wrinkle in Time (Time Quintet, #1)",106,Madeleine L&#39;Engle,1962,4.02,811779,29900
2165,The Old Man and the Sea,1455,Ernest Hemingway,1952,3.75,665650,19704
375802,"Ender's Game (Ender's Saga, #1)",589,Orson Scott Card,1985,4.3,969094,40413
370493,The Giving Tree,435477,Shel Silverstein,1964,4.37,792683,15754
18512,"The Return of the King (The Lord of the Rings, #3)",656983,J.R.R. Tolkien,1955,4.52,563910,7703
14891,A Tree Grows in Brooklyn,2327917,Betty  Smith,1943,4.25,334504,17620
6514,The Bell Jar,4379,Sylvia Plath,1963,3.99,493703,18439
1617,"Night (The Night Trilogy, #1)",1049,Elie Wiesel,1958,4.31,821003,24905
15241,"The Two Towers (The Lord of the Rings, #2)",656983,J.R.R. Tolkien,1954,4.43,587379,7986
76620,"Watership Down (Watership Down, #1)",7717,Richard  Adams,1972,4.06,331979,11540
865,The Alchemist,566,Paulo Coelho,1988,3.84,1655118,64254
168642,In Cold Blood,431149,Truman Capote,1966,4.06,446722,13500
23772,Green Eggs and Ham,61105,Dr. Seuss,1960,4.3,522210,8183
8127,"Anne of Green Gables (Anne of Green Gables, #1)",5350,L.M. Montgomery,1908,4.24,601235,16956
662,Atlas Shrugged,432,Ayn Rand,1957,3.68,321880,15762
7244,The Poisonwood Bible,3541,Barbara Kingsolver,1998,4.04,597633,21196
9712,Love in the Time of Cholera,13450,Gabriel García Márquez,1985,3.9,350159,16746
11486,The Color Purple,7380,Alice Walker,1982,4.18,442316,11415
52036,Siddhartha,1113469,Hermann Hesse,1922,4.0,477685,13649
188572,"The Complete Sherlock Holmes, Vol 1",2448,Arthur Conan Doyle,1927,4.5,137936,3091
485894,The Metamorphosis,5223,Franz Kafka,1915,3.8,492353,12637
4473,A Prayer for Owen Meany,3075,John Irving,1989,4.23,263558,12279
149267,The Stand,3389,Stephen King,1978,4.34,525809,15754
2998,The Secret Garden,2041,Frances Hodgson Burnett,1911,4.12,766770,14996
9717,The Unbearable Lightness of Being,6343,Milan Kundera,1984,4.09,279133,12308
19543,Where the Wild Things Are,4489,Maurice Sendak,1963,4.22,710234,10450
119073,The Name of the Rose,1730,Umberto Eco,1980,4.12,252062,7053
7784,The Lorax,61105,Dr. Seuss,1971,4.35,242498,3562
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4273,Roald Dahl,1964,4.12,555664,9799
5043,"The Pillars of the Earth (Kingsbridge, #1)",3447,Ken Follett,1989,4.3,555039,28270
234225,"Dune (Dune Chronicles, #1)",58,Frank Herbert,1965,4.21,588185,15422
70401,On the Road,1742,Jack Kerouac,1955,3.63,302435,13160
3876,The Sun Also Rises,1455,Ernest Hemingway,1926,3.82,327907,10962
117833,The Master and Margarita,3873,Mikhail Bulgakov,1967,4.31,188269,8688
231804,The Outsiders,762707,S.E. Hinton,1967,4.08,769396,27340
338798,Ulysses,5144,James Joyce,1922,3.74,96314,5680
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,Douglas Adams,1979,4.21,1162398,24094
1078,"The Good Earth (House of Earth, #1)",704,Pearl S. Buck,1931,3.98,205686,8966
355697,All Quiet on the Western Front,4116,Erich Maria Remarque,1929,3.94,308684,8222
6149,Beloved,3534,Toni Morrison,1987,3.8,269551,8903
157993,The Little Prince,1020792,Antoine de Saint-Exupéry,1943,4.29,1035194,29961
310612,A Confederacy of Dunces,3049,John Kennedy Toole,1980,3.89,203550,13099
17899948,Rebecca,2001717,Daphne du Maurier,1938,4.22,369318,17758
7763,The Joy Luck Club,5246,Amy Tan,1989,3.91,553483,7578
2122,The Fountainhead,432,Ayn Rand,1943,3.86,273155,10955
252577,"Angela's Ashes (Frank McCourt, #1)",3347,Frank McCourt,1996,4.09,468310,10651
10975,The Sound and the Fury,3535,William Faulkner,1929,3.86,143514,6146
46170,For Whom the Bell Tolls,1455,Ernest Hemingway,1940,3.96,222971,5320
7069,The World According to Garp,3075,John Irving,1978,4.08,188962,4943
77767,"Little House on the Prairie (Little House, #2)",5300,Laura Ingalls Wilder,1935,4.19,226483,3690
10799,A Farewell to Arms,1455,Ernest Hemingway,1929,3.79,227477,8019
37415,Their Eyes Were Watching God,15151,Zora Neale Hurston,1937,3.89,220365,10512
227463,A Clockwork Orange,5735,Anthony Burgess,1962,3.99,511007,11304
16981,Invisible Man,7508,Ralph Ellison,1952,3.85,139265,4823
10365,Where the Red Fern Grows,6810,Wilson Rawls,1961,4.05,301328,9649
11138,Mere Christianity,1069006,C.S. Lewis,1952,4.32,239492,6882
